Date,Open,High,Low,Close,Adj Close,Volume
2018-05-22,null,null,null,null,null,null
2018-05-23,56.200001,56.700001,55.700001,55.900002,54.475521,462618
2018-05-24,55.849998,56.049999,55.049999,55.200001,53.793358,383939
2018-05-25,55.250000,55.900002,55.250000,55.549999,54.134438,362978
2018-05-28,55.599998,55.799999,55.200001,55.299999,53.890808,280291
2018-05-29,55.450001,55.599998,54.200001,55.349998,53.939533,1085064
2018-05-30,55.349998,55.500000,54.650002,55.049999,53.647179,418918
2018-05-31,55.450001,56.299999,54.849998,56.299999,54.865326,1341910
2018-06-01,56.000000,56.349998,55.900002,56.099998,54.670422,407871
2018-06-04,56.200001,56.650002,55.849998,56.549999,55.108955,445695
2018-06-05,56.599998,57.849998,56.599998,57.400002,55.937298,583432
2018-06-06,57.400002,57.400002,57.400002,57.400002,55.937298,0
2018-06-07,57.799999,57.799999,56.250000,56.250000,54.816601,758377
2018-06-08,56.200001,56.750000,55.700001,56.549999,55.108955,275857
2018-06-11,56.549999,57.750000,56.549999,57.599998,56.132198,462313
2018-06-12,57.549999,57.700001,57.099998,57.549999,56.083473,360195
2018-06-13,57.450001,57.500000,56.700001,56.849998,55.401310,276903
2018-06-14,56.900002,57.549999,56.400002,57.450001,55.986023,323263
2018-06-15,57.450001,57.500000,56.650002,57.299999,55.839844,512290
2018-06-18,57.000000,57.150002,56.500000,56.700001,55.255135,211838
2018-06-19,56.599998,57.250000,56.250000,57.150002,55.693668,265533
2018-06-20,57.049999,57.099998,56.400002,56.650002,55.206409,694231
2018-06-21,56.750000,57.000000,56.099998,56.099998,54.670422,439843
2018-06-22,56.099998,56.099998,56.099998,56.099998,54.670422,0
2018-06-25,56.099998,56.349998,55.650002,55.900002,54.475521,192132
2018-06-26,55.799999,56.700001,55.799999,56.400002,54.962780,205325
2018-06-27,56.400002,56.849998,56.000000,56.450001,55.011505,360963
2018-06-28,56.349998,57.000000,56.299999,56.500000,55.060230,337411
2018-06-29,56.549999,57.650002,56.549999,57.599998,56.132198,394641
2018-07-02,57.549999,57.549999,57.000000,57.000000,55.547489,248361
2018-07-03,57.049999,57.400002,56.599998,56.650002,55.206409,279505
2018-07-04,56.700001,56.900002,56.250000,56.250000,54.816601,249950
2018-07-05,56.200001,57.500000,56.200001,57.099998,55.644939,236995
2018-07-06,57.049999,57.450001,56.599998,57.200001,55.742393,441700
2018-07-09,57.599998,58.299999,57.400002,58.150002,56.668186,306829
2018-07-10,58.150002,59.700001,58.150002,59.549999,58.032509,504076
2018-07-11,59.400002,59.450001,58.750000,59.099998,57.593975,289789
2018-07-12,59.000000,59.450001,58.849998,59.150002,57.642704,361263
2018-07-13,59.000000,59.650002,59.000000,59.150002,57.642704,167141
2018-07-16,59.000000,59.700001,59.000000,59.349998,57.837605,181460
2018-07-17,59.099998,59.700001,59.099998,59.500000,57.983784,291733
2018-07-18,59.650002,60.099998,59.200001,59.950001,58.422318,342631
2018-07-19,60.049999,60.150002,59.599998,59.799999,58.276138,212313
2018-07-20,59.750000,60.099998,59.450001,59.750000,58.227413,269159
2018-07-23,59.750000,60.150002,59.400002,59.900002,58.373592,328156
2018-07-24,61.950001,66.349998,61.900002,66.250000,64.561775,1708805
2018-07-25,65.949997,67.349998,65.199997,67.300003,65.585022,1272917
2018-07-26,67.000000,68.500000,66.849998,67.650002,65.926102,718675
2018-07-27,67.849998,69.250000,67.849998,68.949997,67.192970,513621
2018-07-30,68.949997,69.300003,67.849998,69.000000,67.241699,345690
2018-07-31,69.000000,69.500000,68.250000,68.300003,66.559540,348573
2018-08-01,68.599998,69.150002,68.349998,68.650002,66.900620,400318
2018-08-02,68.699997,68.699997,67.699997,68.349998,66.608261,295004
2018-08-03,68.199997,68.949997,67.900002,67.949997,66.218452,346139
2018-08-06,68.000000,68.500000,67.699997,68.349998,66.608261,480655
2018-08-07,68.500000,68.699997,67.550003,67.699997,65.974823,499397
2018-08-08,67.650002,68.750000,67.500000,68.699997,66.949341,583757
2018-08-09,68.750000,68.949997,67.300003,67.599998,65.877373,458735
2018-08-10,67.050003,67.500000,66.750000,67.000000,65.292664,311715
2018-08-13,66.949997,67.199997,66.349998,66.800003,65.097763,503439
2018-08-14,66.849998,67.400002,66.349998,66.599998,64.902855,447867
2018-08-15,66.599998,67.000000,66.300003,66.699997,65.000305,421885
2018-08-16,66.949997,67.949997,66.800003,67.349998,65.633743,259774
2018-08-17,67.599998,68.000000,66.500000,67.150002,65.438843,278544
2018-08-20,67.099998,67.699997,66.550003,67.349998,65.633743,250012
2018-08-21,67.300003,67.349998,66.750000,67.099998,65.390114,234191
2018-08-22,67.150002,67.449997,67.050003,67.250000,65.536293,204217
2018-08-23,67.250000,68.449997,67.000000,67.849998,66.121002,262609
2018-08-24,67.800003,68.050003,66.949997,67.199997,65.487564,190859
2018-08-27,66.900002,67.900002,66.900002,67.750000,66.023552,212788
2018-08-28,67.699997,68.000000,67.300003,67.400002,65.682472,292712
2018-08-29,67.250000,67.849998,67.000000,67.750000,66.023552,221185
2018-08-30,67.650002,67.699997,67.199997,67.550003,65.828651,194704
2018-08-31,67.500000,67.500000,66.349998,66.800003,65.097763,293820
2018-09-03,67.500000,68.300003,67.500000,67.900002,66.169731,280007
2018-09-04,67.949997,68.199997,66.949997,66.949997,65.243935,283982
2018-09-05,66.949997,67.300003,66.650002,66.900002,65.195213,245085
2018-09-06,67.550003,68.400002,67.050003,67.199997,65.487564,458082
2018-09-07,67.250000,67.300003,66.449997,66.900002,65.195213,213312
2018-09-10,66.900002,67.150002,66.550003,67.050003,65.341393,194222
2018-09-11,67.050003,67.750000,66.650002,67.349998,65.633743,256607
2018-09-12,67.500000,67.900002,66.550003,66.650002,64.951584,255715
2018-09-13,66.699997,66.949997,66.099998,66.250000,64.561775,314907
2018-09-14,66.250000,67.849998,65.250000,67.800003,66.072281,371045
2018-09-17,67.800003,68.750000,67.500000,68.300003,66.559540,300890
2018-09-18,68.300003,68.300003,67.699997,68.050003,66.315910,230233
2018-09-19,68.099998,68.650002,67.449997,67.849998,66.121002,369427
2018-09-20,67.849998,68.300003,67.000000,67.599998,65.877373,405287
2018-09-21,67.750000,67.949997,67.349998,67.699997,65.974823,206238
2018-09-24,67.650002,67.650002,66.750000,67.099998,65.390114,204514
2018-09-25,67.250000,67.750000,66.849998,67.050003,65.341393,145331
2018-09-26,67.349998,67.349998,66.650002,66.800003,65.097763,223704
2018-09-27,66.650002,67.400002,66.250000,67.199997,65.487564,309546
2018-09-28,67.199997,67.300003,66.250000,66.550003,64.854134,204596
2018-10-01,66.599998,66.750000,65.800003,66.150002,64.464325,302260
2018-10-02,66.050003,66.199997,65.099998,65.500000,63.830887,259906
2018-10-03,65.849998,66.099998,65.349998,65.750000,64.074516,235903
2018-10-04,65.699997,65.849998,64.750000,65.000000,63.343628,303386
2018-10-05,64.949997,64.949997,64.349998,64.750000,63.099998,247587
2018-10-08,63.500000,63.500000,62.200001,62.650002,62.650002,212188
2018-10-09,62.700001,63.250000,62.150002,63.099998,63.099998,361222
2018-10-10,63.099998,63.099998,62.200001,62.450001,62.450001,290391
2018-10-11,61.450001,61.700001,60.150002,60.250000,60.250000,417070
2018-10-12,60.450001,61.250000,60.250000,60.900002,60.900002,359555
2018-10-15,60.849998,61.049999,59.799999,60.950001,60.950001,356568
2018-10-16,60.849998,61.299999,59.799999,61.150002,61.150002,375197
2018-10-17,61.450001,61.799999,59.849998,60.250000,60.250000,377703
2018-10-18,60.099998,60.900002,60.000000,60.250000,60.250000,123366
2018-10-19,60.500000,60.650002,59.400002,59.700001,59.700001,211998
2018-10-22,59.950001,60.349998,58.650002,58.900002,58.900002,211262
2018-10-23,58.500000,58.500000,57.099998,57.799999,57.799999,344723
2018-10-24,57.750000,58.750000,57.500000,58.549999,58.549999,424812
2018-10-25,58.500000,59.799999,57.450001,59.200001,59.200001,561128
2018-10-26,58.950001,58.950001,57.599998,58.150002,58.150002,336506
2018-10-29,58.400002,60.000000,58.400002,59.349998,59.349998,251816
2018-10-30,59.349998,59.400002,58.599998,59.200001,59.200001,186946
2018-10-31,60.150002,61.200001,59.900002,60.650002,60.650002,514712
2018-11-01,60.650002,60.650002,59.650002,59.750000,59.750000,252664
2018-11-02,60.599998,61.000000,60.150002,60.799999,60.799999,154409
2018-11-05,61.099998,61.500000,59.700001,59.700001,59.700001,589384
2018-11-06,61.000000,61.250000,57.700001,58.650002,58.650002,956148
2018-11-07,58.950001,59.349998,58.150002,59.250000,59.250000,339348
2018-11-08,59.650002,59.900002,59.099998,59.150002,59.150002,337446
2018-11-09,59.150002,59.150002,59.150002,59.150002,59.150002,0
2018-11-12,59.349998,59.650002,58.049999,58.049999,58.049999,292198
2018-11-13,58.200001,58.799999,57.750000,58.750000,58.750000,219927
2018-11-14,58.650002,58.650002,57.400002,57.450001,57.450001,263260
2018-11-15,57.750000,57.950001,56.349998,56.599998,56.599998,299392
2018-11-16,57.150002,58.750000,57.000000,58.549999,58.549999,532543
2018-11-19,58.500000,58.650002,57.799999,58.150002,58.150002,290177
2018-11-20,57.750000,57.750000,56.200001,56.450001,56.450001,522003
2018-11-21,57.000000,57.950001,56.049999,56.900002,56.900002,191385
2018-11-22,56.750000,57.000000,56.299999,56.650002,56.650002,117527
2018-11-23,56.450001,57.049999,56.299999,56.849998,56.849998,159765
2018-11-26,57.150002,57.400002,56.650002,57.200001,57.200001,168149
2018-11-27,57.250000,57.500000,56.700001,57.099998,57.099998,227212
2018-11-28,57.099998,57.650002,56.700001,57.549999,57.549999,253899
2018-11-29,57.500000,58.200001,57.099998,57.200001,57.200001,227756
2018-11-30,57.000000,59.000000,57.000000,58.750000,58.750000,378002
2018-12-03,59.200001,59.599998,58.250000,58.500000,58.500000,297216
2018-12-04,58.049999,58.599998,56.400002,56.500000,56.500000,270928
2018-12-05,56.250000,57.000000,55.650002,55.650002,55.650002,226987
2018-12-06,55.599998,56.500000,55.099998,55.650002,55.650002,383275
2018-12-07,56.000000,57.099998,56.000000,56.200001,56.200001,195572
2018-12-10,56.000000,56.450001,55.400002,55.500000,55.500000,215528
2018-12-11,55.500000,56.349998,55.500000,55.599998,55.599998,166176
2018-12-12,55.700001,57.000000,55.500000,56.900002,56.900002,198665
2018-12-13,56.900002,57.500000,56.250000,57.099998,57.099998,147877
2018-12-14,57.049999,57.150002,56.049999,56.799999,56.799999,255575
2018-12-17,56.799999,56.799999,55.500000,55.599998,55.599998,168012
2018-12-18,55.000000,55.599998,54.849998,55.049999,55.049999,178201
2018-12-19,55.049999,56.000000,54.250000,55.500000,55.500000,283378
2018-12-20,54.750000,56.200001,54.750000,56.099998,56.099998,308425
2018-12-21,56.099998,56.099998,54.599998,54.849998,54.849998,318476
2018-12-27,54.700001,55.250000,53.799999,53.900002,53.900002,169190
2018-12-28,54.000000,55.400002,54.000000,54.700001,54.700001,148082
2019-01-02,54.799999,55.099998,54.150002,54.349998,54.349998,234550
2019-01-03,54.250000,55.200001,54.150002,55.049999,55.049999,166362
2019-01-04,55.099998,55.549999,54.799999,55.450001,55.450001,115478
2019-01-07,55.400002,55.950001,54.599998,54.799999,54.799999,250439
2019-01-08,54.849998,55.450001,54.750000,54.750000,54.750000,133782
2019-01-09,54.799999,55.099998,54.400002,54.599998,54.599998,208692
2019-01-10,54.599998,55.049999,54.500000,54.900002,54.900002,146945
2019-01-11,54.950001,55.750000,54.950001,55.599998,55.599998,361908
2019-01-14,56.000000,56.000000,55.150002,55.200001,55.200001,128478
2019-01-15,55.250000,55.950001,55.250000,55.500000,55.500000,134110
2019-01-16,55.799999,56.299999,55.549999,56.200001,56.200001,164319
2019-01-17,56.049999,56.900002,56.000000,56.250000,56.250000,168683
2019-01-18,56.750000,56.950001,56.200001,56.250000,56.250000,176228
2019-01-21,56.200001,56.799999,56.000000,56.700001,56.700001,142238
2019-01-22,56.700001,57.750000,56.599998,57.650002,57.650002,269430
2019-01-23,57.799999,57.799999,57.000000,57.099998,57.099998,201968
2019-01-24,57.200001,57.799999,57.049999,57.150002,57.150002,136556
2019-01-25,57.099998,57.799999,57.099998,57.400002,57.400002,137648
2019-01-28,57.700001,57.849998,57.099998,57.299999,57.299999,209693
2019-01-29,57.549999,58.700001,57.549999,58.500000,58.500000,244008
2019-01-30,58.549999,58.799999,58.150002,58.299999,58.299999,247476
2019-01-31,58.400002,59.849998,58.400002,59.500000,59.500000,379446
2019-02-01,59.799999,59.900002,59.099998,59.549999,59.549999,255995
2019-02-04,59.950001,59.950001,58.650002,59.200001,59.200001,244600
2019-02-05,60.000000,60.000000,56.950001,58.500000,58.500000,861087
2019-02-06,58.549999,60.049999,58.250000,59.450001,59.450001,278556
2019-02-07,59.500000,59.849998,58.299999,58.599998,58.599998,270999
2019-02-08,58.450001,58.650002,57.900002,58.450001,58.450001,210864
2019-02-11,58.500000,59.250000,58.450001,58.900002,58.900002,227473
2019-02-12,59.000000,59.400002,58.150002,58.500000,58.500000,273595
2019-02-13,58.599998,59.150002,58.099998,58.450001,58.450001,131317
2019-02-14,58.450001,59.500000,58.450001,59.000000,59.000000,305188
2019-02-15,59.049999,59.950001,58.650002,59.950001,59.950001,372051
2019-02-18,59.750000,60.349998,59.299999,59.450001,59.450001,158145
2019-02-19,59.349998,59.500000,58.849998,58.950001,58.950001,86192
2019-02-20,59.099998,60.299999,59.099998,59.849998,59.849998,339840
2019-02-21,59.849998,59.849998,59.200001,59.200001,59.200001,149410
2019-02-22,59.299999,60.400002,59.200001,59.799999,59.799999,137791
2019-02-25,59.799999,60.349998,59.450001,59.900002,59.900002,152185
2019-02-26,60.000000,60.000000,59.400002,59.549999,59.549999,222588
2019-02-27,59.549999,59.799999,59.049999,59.650002,59.650002,210197
2019-02-28,59.650002,59.950001,59.099998,59.950001,59.950001,314637
2019-03-01,60.400002,60.500000,59.599998,59.650002,59.650002,157961
2019-03-04,59.700001,60.150002,59.700001,59.799999,59.799999,177533
2019-03-05,59.799999,60.150002,59.650002,59.950001,59.950001,219368
2019-03-06,59.950001,59.950001,59.000000,59.549999,59.549999,525760
2019-03-07,59.500000,59.700001,58.950001,59.400002,59.400002,358309
2019-03-08,59.250000,59.500000,58.650002,59.250000,59.250000,133434
2019-03-11,59.250000,59.750000,58.799999,58.900002,58.900002,281854
2019-03-12,59.150002,59.900002,59.000000,59.549999,59.549999,135291
2019-03-13,59.849998,61.299999,59.599998,60.349998,60.349998,397915
2019-03-14,60.549999,61.799999,60.500000,60.950001,60.950001,745548
2019-03-15,58.000000,58.700001,58.000000,58.200001,58.200001,19894699
2019-03-18,58.299999,58.849998,58.299999,58.500000,58.500000,788487
2019-03-19,58.650002,59.299999,58.400002,58.950001,58.950001,841316
2019-03-20,59.200001,59.200001,58.349998,58.700001,58.700001,921732
2019-03-21,58.650002,58.700001,58.000000,58.049999,58.049999,678987
2019-03-22,58.150002,58.150002,57.099998,57.099998,57.099998,1008029
